Room,DistToPlayer,LineOfSight,DistToWall,TimeInAction,SameRoom,DistToPatrol,AngleToPlayer,PlayerSpeed,Action
2,150.69,0,30.92,4.08,0,161.96,142.98,28.54,PATROL
2,149.93,1,31.18,0.00,0,160.76,142.61,28.61,CHASE
2,149.53,1,31.06,0.03,0,161.92,143.17,28.65,CHASE
2,148.80,1,31.18,0.05,0,160.73,142.80,28.89,CHASE
2,148.32,1,31.27,0.08,0,161.82,143.35,29.16,CHASE
2,147.54,1,31.02,0.10,0,160.51,142.95,29.40,CHASE
2,147.09,1,31.53,0.13,0,161.66,143.54,29.65,CHASE
2,145.11,1,30.76,0.15,0,161.12,143.67,29.87,CHASE
2,144.95,1,31.24,0.18,0,161.08,143.70,30.09,CHASE
2,144.81,1,31.46,0.20,0,161.04,143.74,30.29,CHASE
2,144.43,1,30.98,0.22,0,162.09,144.29,30.50,CHASE
2,143.65,1,31.42,0.25,0,160.96,143.97,30.70,CHASE
2,143.28,1,31.12,0.27,0,162.06,144.56,30.90,CHASE
2,142.49,1,31.42,0.30,0,160.92,144.24,31.10,CHASE
2,142.11,1,31.26,0.32,0,162.04,144.85,31.30,CHASE
2,141.30,1,31.41,0.35,0,160.87,144.53,31.49,CHASE
2,139.30,1,30.65,0.38,0,160.34,144.72,31.70,CHASE
2,138.91,1,30.93,0.40,0,161.54,145.40,31.89,CHASE
2,138.81,1,31.45,0.43,0,161.46,145.44,32.06,CHASE
2,137.92,1,30.81,0.45,0,160.35,145.17,32.23,CHASE
2,137.59,1,31.47,0.48,0,161.57,145.87,32.34,CHASE
2,136.79,1,30.89,0.50,0,160.38,145.54,32.43,CHASE
2,136.45,1,31.71,0.53,0,161.44,146.17,32.48,CHASE
2,134.61,1,30.85,0.55,0,160.90,146.37,32.51,CHASE
2,134.41,1,31.16,0.58,0,160.81,146.45,32.52,CHASE
2,134.15,1,30.88,0.60,0,161.93,147.11,32.50,CHASE
2,133.36,1,31.22,0.63,0,160.83,146.83,32.45,CHASE
2,133.10,1,31.06,0.65,0,161.87,147.47,32.59,CHASE
2,132.35,1,31.21,0.67,0,160.78,147.19,32.73,CHASE
2,132.00,1,31.28,0.70,0,161.75,147.84,32.89,CHASE
2,131.21,1,31.00,0.72,0,160.51,147.49,33.02,CHASE
2,130.93,1,31.66,0.75,0,161.48,148.14,33.16,CHASE
2,129.14,1,30.85,0.77,0,160.91,148.38,33.29,CHASE
2,128.99,1,31.14,0.80,0,160.78,148.45,33.43,CHASE
2,128.79,1,31.01,0.82,0,161.79,149.11,33.55,CHASE
2,128.02,1,31.11,0.84,0,160.71,148.86,33.67,CHASE
2,127.81,1,31.24,0.86,0,161.68,149.52,33.79,CHASE
2,127.05,1,31.04,0.89,0,160.59,149.27,33.91,CHASE
2,126.85,1,31.50,0.91,0,161.54,149.93,33.89,CHASE
2,126.07,1,30.94,0.94,0,160.44,149.68,33.86,CHASE
2,125.88,1,31.76,0.96,0,161.41,150.37,33.84,CHASE
2,124.14,1,30.83,0.98,0,160.79,150.65,33.81,CHASE
2,124.03,1,31.00,1.01,0,160.62,150.72,33.78,CHASE
2,123.89,1,31.25,1.03,0,161.59,151.42,33.75,CHASE
2,123.11,1,30.89,1.06,0,160.46,151.17,33.72,CHASE
2,122.92,1,31.56,1.08,0,161.40,151.91,33.68,CHASE
2,122.11,1,30.64,1.11,0,160.13,151.59,33.65,CHASE
2,122.00,1,31.55,1.13,0,161.09,152.30,33.61,CHASE
2,120.30,1,30.62,1.16,0,160.43,152.61,33.57,CHASE
2,120.21,1,30.62,1.18,0,160.22,152.68,33.53,CHASE
2,120.10,1,31.49,1.21,0,161.17,153.44,33.48,CHASE
2,119.97,1,31.43,1.24,0,160.92,153.55,33.40,CHASE
2,117.82,1,30.33,1.27,0,160.06,153.98,33.27,CHASE
2,117.84,1,30.20,1.30,0,159.76,153.99,33.42,CHASE
2,117.84,1,31.17,1.32,0,160.77,154.76,33.56,CHASE
2,117.82,1,31.27,1.35,0,161.69,155.49,33.69,CHASE
2,116.91,1,31.00,1.38,0,160.52,155.32,33.85,CHASE
2,116.99,1,31.56,1.40,0,161.61,156.11,33.97,CHASE
2,115.29,1,30.88,1.43,0,160.89,156.46,34.09,CHASE
2,115.24,1,31.00,1.45,0,160.61,156.46,34.21,CHASE
2,115.23,1,31.47,1.47,0,161.41,157.12,34.31,CHASE
2,114.44,1,30.82,1.50,0,160.36,156.92,34.43,CHASE
2,114.44,1,31.63,1.52,0,161.19,157.60,34.53,CHASE
2,112.79,1,30.64,1.55,0,160.48,157.95,34.64,CHASE
2,112.68,1,30.59,1.57,0,160.18,157.95,34.74,CHASE
2,112.68,1,31.38,1.59,0,160.99,158.63,34.84,CHASE
2,112.67,1,31.20,1.62,0,161.79,159.31,34.94,CHASE
2,111.80,1,31.13,1.64,0,160.66,159.09,35.04,CHASE
2,111.81,1,31.71,1.67,0,161.47,159.78,35.14,CHASE
2,110.10,1,30.84,1.69,0,160.69,160.15,35.24,CHASE
2,109.93,1,30.78,1.72,0,160.35,160.15,35.33,CHASE
2,109.94,1,31.60,1.74,0,161.18,160.87,35.43,CHASE
2,108.18,1,30.43,1.77,0,160.35,161.24,35.49,CHASE
2,108.03,1,30.39,1.79,0,160.00,161.21,35.53,CHASE
2,108.04,1,31.12,1.81,0,160.75,161.87,35.54,CHASE
2,108.07,1,31.40,1.84,0,161.50,162.54,35.53,CHASE
2,107.09,1,30.85,1.86,0,160.38,162.36,35.48,CHASE
2,106.97,1,31.69,1.90,0,161.23,163.24,35.38,CHASE
2,104.64,1,30.15,1.93,0,160.02,163.69,35.44,CHASE
2,104.40,1,29.98,1.96,0,159.56,163.62,35.50,CHASE
2,104.49,1,30.85,1.98,0,160.44,164.37,35.55,CHASE
2,104.46,1,31.63,2.01,0,161.23,165.14,35.61,CHASE
2,102.43,1,30.21,2.04,0,160.17,165.56,35.66,CHASE
2,102.08,1,30.11,2.07,0,159.72,165.54,35.72,CHASE
2,102.10,1,31.01,2.10,0,160.62,166.38,35.79,CHASE
2,102.24,1,31.48,2.13,0,161.53,167.15,35.85,CHASE
2,101.14,1,30.76,2.15,0,160.22,166.82,35.89,CHASE
2,101.17,1,31.46,2.18,0,160.92,167.46,35.94,CHASE
2,99.36,1,30.38,2.21,0,160.00,167.90,35.99,CHASE
2,99.42,1,31.13,2.23,0,160.74,168.59,36.04,CHASE
2,99.52,1,31.53,2.26,0,161.47,169.23,36.09,CHASE
2,98.47,1,30.87,2.28,0,160.35,168.99,36.14,CHASE
2,98.49,1,31.53,2.31,0,161.00,169.61,36.18,CHASE
2,96.67,1,30.43,2.33,0,160.05,170.06,36.23,CHASE
2,96.78,1,31.15,2.36,0,160.75,170.67,36.27,CHASE
2,96.84,1,31.65,2.38,0,161.38,171.26,36.31,CHASE
2,95.08,1,30.66,2.41,0,160.44,171.70,36.36,CHASE
2,94.68,1,30.39,2.43,0,159.91,171.51,36.40,CHASE
2,94.78,1,31.08,2.46,0,160.58,172.10,36.44,CHASE
2,94.84,1,31.71,2.48,0,161.19,172.66,36.48,CHASE
2,93.12,1,30.64,2.50,0,160.24,173.09,36.52,CHASE
2,93.16,1,31.27,2.53,0,160.85,173.68,36.55,CHASE
2,93.21,1,31.70,2.55,0,161.47,174.26,36.59,CHASE
2,91.35,1,30.75,2.58,0,160.43,174.74,36.61,CHASE
2,91.30,1,31.40,2.61,0,161.07,175.44,36.59,CHASE
2,90.86,1,30.99,2.64,0,160.36,174.99,36.54,CHASE
2,90.95,1,31.65,2.66,0,160.97,175.53,36.47,CHASE
2,89.16,1,30.52,2.69,0,159.97,176.01,36.36,CHASE
2,89.20,1,31.17,2.72,0,160.58,176.60,36.22,CHASE
2,89.36,1,31.85,2.74,0,161.22,177.12,36.08,CHASE
2,87.64,1,30.73,2.76,0,160.21,177.57,35.90,CHASE
2,87.71,1,31.33,2.79,0,160.77,178.07,35.70,CHASE
2,87.78,1,31.92,2.81,0,161.32,178.57,35.78,CHASE
2,85.97,1,30.74,2.84,0,160.25,179.06,35.86,CHASE
2,86.09,1,31.37,2.86,0,160.83,179.56,35.93,CHASE
2,84.33,1,30.19,2.89,0,159.76,-179.97,36.00,CHASE
2,84.43,1,30.77,2.91,0,160.29,-179.52,36.07,CHASE
2,84.49,1,31.33,2.94,0,160.79,-179.06,36.14,CHASE
2,84.57,1,31.90,2.96,0,161.31,-178.61,36.20,CHASE
2,82.85,1,30.75,2.98,0,160.25,-178.12,36.27,CHASE
2,82.81,1,31.32,3.01,0,160.77,-177.56,36.35,CHASE
2,82.99,1,32.02,3.04,0,161.39,-177.09,36.42,CHASE
2,81.11,1,30.74,3.07,0,160.21,-176.55,36.48,CHASE
2,81.18,1,31.34,3.09,0,160.74,-176.08,36.55,CHASE
2,79.26,1,30.04,3.12,0,159.54,-175.50,36.62,CHASE
2,79.25,1,30.67,3.15,0,160.08,-174.94,36.69,CHASE
2,79.48,1,31.40,3.18,0,160.71,-174.54,36.75,CHASE
2,77.56,1,30.14,3.21,0,159.53,-173.88,36.82,CHASE
2,77.62,1,30.81,3.24,0,160.11,-173.37,36.89,CHASE
2,77.79,1,31.53,3.27,0,160.71,-172.96,36.95,CHASE
2,75.78,1,30.16,3.30,0,159.44,-172.28,37.01,CHASE
2,75.91,1,30.84,3.32,0,160.00,-171.88,37.06,CHASE
2,76.03,1,31.48,3.35,0,160.52,-171.52,37.11,CHASE
2,74.20,1,30.20,3.37,0,159.32,-170.91,37.14,CHASE
2,74.33,1,30.80,3.40,0,159.80,-170.60,37.14,CHASE
2,74.31,1,31.34,3.43,0,160.24,-170.18,37.11,CHASE
2,72.36,1,29.99,3.45,0,158.95,-169.50,37.05,CHASE
2,72.46,1,30.65,3.48,0,159.48,-169.15,36.95,CHASE
2,72.54,1,31.30,3.51,0,159.98,-168.80,36.81,CHASE
2,70.53,1,29.92,3.54,0,158.67,-168.04,36.90,CHASE
2,70.71,1,30.65,3.57,0,159.22,-167.78,36.98,CHASE
2,68.89,1,29.36,3.59,0,157.98,-167.12,37.05,CHASE
2,68.96,1,29.98,3.62,0,158.44,-166.80,37.12,CHASE
2,69.04,1,30.61,3.64,0,158.91,-166.51,37.19,CHASE
2,67.20,1,29.33,3.67,0,157.66,-165.78,37.26,CHASE
2,67.33,1,29.99,3.69,0,158.14,-165.56,37.32,CHASE
2,67.39,1,30.59,3.72,0,158.57,-165.29,37.39,CHASE
2,65.68,1,29.38,3.74,0,157.37,-164.61,37.44,CHASE
2,65.69,1,30.00,3.77,0,157.81,-164.28,37.51,CHASE
2,65.83,1,30.69,3.79,0,158.28,-164.11,37.56,CHASE
2,64.16,1,29.54,3.82,0,157.14,-163.37,37.62,CHASE
2,64.23,1,30.20,3.85,0,157.58,-163.13,37.68,CHASE
2,62.45,1,28.97,3.87,0,156.34,-162.34,37.73,CHASE
2,62.56,1,29.67,3.90,0,156.80,-162.16,37.78,CHASE
2,62.60,1,30.33,3.92,0,157.23,-161.92,37.84,CHASE
2,60.74,1,29.12,3.95,0,155.98,-160.94,37.90,CHASE
2,60.95,1,29.99,3.98,0,156.53,-160.91,37.95,CHASE
2,61.00,1,30.67,4.00,0,156.96,-160.71,37.99,CHASE
2,59.31,1,29.52,4.03,0,155.74,-159.91,38.04,CHASE
2,59.38,1,30.24,4.05,0,156.18,-159.76,38.08,CHASE
2,57.74,1,29.13,4.08,0,154.99,-158.95,38.12,CHASE
2,57.80,1,29.84,4.10,0,155.41,-158.80,38.16,CHASE
2,57.84,1,30.55,4.12,0,155.84,-158.62,38.19,CHASE
2,56.17,1,29.46,4.15,0,154.61,-157.76,38.18,CHASE
2,56.21,1,30.22,4.17,0,155.05,-157.61,38.14,CHASE
2,54.53,1,29.11,4.20,0,153.79,-156.76,38.19,CHASE
2,54.55,1,29.86,4.22,0,154.21,-156.58,38.23,CHASE
2,54.60,1,30.67,4.25,0,154.66,-156.45,38.28,CHASE
2,52.83,1,29.60,4.28,0,153.38,-155.35,38.33,CHASE
2,52.95,1,30.57,4.30,0,153.92,-155.39,38.37,CHASE
2,53.00,1,31.41,4.33,0,154.38,-155.28,38.41,CHASE
2,51.27,1,30.39,4.36,0,153.09,-154.22,38.46,CHASE
2,51.38,1,31.32,4.38,0,153.59,-154.28,38.49,CHASE
2,49.81,1,30.42,4.41,0,152.41,-153.24,38.53,CHASE
2,49.82,1,31.33,4.43,0,152.89,-153.09,38.57,CHASE
2,48.05,1,30.32,4.46,0,151.49,-152.02,38.61,CHASE
2,48.07,1,31.25,4.49,0,151.98,-151.90,38.65,CHASE
2,48.12,1,31.88,4.52,0,152.51,-151.88,38.68,CHASE
2,46.39,1,30.53,4.54,0,151.13,-150.76,38.72,CHASE
2,45.58,1,30.35,4.57,0,150.80,-151.08,38.75,CHASE
2,44.74,1,30.22,4.59,1,150.48,-151.24,38.78,CHASE
2,43.89,1,30.14,4.62,1,150.13,-151.80,38.81,CHASE
2,43.12,1,30.11,4.64,1,149.84,-152.07,38.84,CHASE
2,42.33,1,30.13,4.67,1,149.55,-152.41,38.87,CHASE
2,40.77,1,29.02,4.69,1,148.35,-151.16,38.90,CHASE
2,39.99,1,29.12,4.72,1,148.07,-151.55,38.93,CHASE
2,39.22,1,29.25,4.74,1,147.81,-151.86,38.95,CHASE
2,38.42,1,29.44,4.77,1,147.56,-152.09,38.98,CHASE
2,37.56,1,29.68,4.79,1,147.29,-152.36,39.01,CHASE
2,36.71,1,30.00,4.82,1,147.02,-152.93,39.03,CHASE
2,35.89,1,30.32,4.84,1,146.78,-153.19,39.05,CHASE
2,35.00,1,30.72,4.87,1,146.54,-153.46,39.04,CHASE
2,34.15,1,31.18,4.90,1,146.29,-154.10,38.98,CHASE
2,32.52,1,30.25,4.92,1,145.05,-152.59,39.01,CHASE
2,31.69,1,30.72,4.95,1,144.85,-152.70,39.03,CHASE
2,30.84,1,31.33,4.98,1,144.63,-153.43,39.06,CHASE
2,29.52,1,31.31,5.00,1,143.87,-153.25,39.08,CHASE
2,28.20,1,31.35,5.03,1,143.11,-153.14,39.10,CHASE
2,26.90,1,31.44,5.05,1,142.38,-152.88,39.12,CHASE
2,25.59,1,31.58,5.07,1,141.63,-152.80,39.14,CHASE
2,24.31,1,31.76,5.10,1,140.93,-152.45,39.17,CHASE
2,24.31,1,31.76,0.00,1,140.93,-152.45,0.00,DANCE
2,33.65,1,40.39,0.03,1,150.76,-159.61,0.00,DANCE
2,43.39,1,49.35,0.05,1,160.68,-163.01,0.00,DANCE
2,53.30,1,43.63,0.08,1,170.66,-164.64,0.00,DANCE
2,63.27,1,34.33,0.11,1,180.65,-165.33,0.00,DANCE
2,73.27,1,25.56,0.13,1,190.65,-165.45,0.00,DANCE
2,83.27,1,15.64,0.16,1,200.62,-165.22,0.00,DANCE
2,93.24,1,5.81,0.19,1,210.56,-164.74,0.00,DANCE
2,103.18,1,4.63,0.21,1,220.43,-164.09,0.00,DANCE
2,113.07,1,7.70,0.24,1,230.24,-163.31,0.00,DANCE
2,122.90,1,9.42,0.27,1,239.96,-162.43,0.00,DANCE
2,132.68,1,16.61,0.29,1,249.59,-161.49,0.00,DANCE
2,142.38,1,19.55,0.32,1,259.11,-160.48,0.00,DANCE
2,152.01,0,26.54,0.34,1,268.52,-159.43,0.00,DANCE
2,161.55,0,28.73,0.37,1,277.80,-158.33,0.00,DANCE
2,171.01,0,22.01,0.40,1,286.96,-157.21,0.00,DANCE
2,180.37,0,18.04,0.42,1,295.97,-156.06,0.00,DANCE
3,189.62,0,18.70,0.45,0,304.83,-154.89,0.00,DANCE
3,198.77,0,16.40,0.48,0,313.55,-153.70,0.00,DANCE
3,207.81,0,12.99,0.50,0,322.10,-152.49,0.00,DANCE
3,216.73,0,5.96,0.53,0,330.48,-151.27,0.00,DANCE
3,225.53,0,4.67,0.56,0,338.69,-150.04,0.00,DANCE
3,234.19,0,8.80,0.58,0,346.72,-148.80,0.00,DANCE
3,242.73,0,10.46,0.61,0,354.56,-147.54,0.00,DANCE
3,251.12,0,16.69,0.64,0,362.22,-146.28,0.00,DANCE
3,259.38,0,17.92,0.66,0,369.67,-145.01,0.00,DANCE
3,267.48,0,23.26,0.69,0,376.93,-143.74,0.00,DANCE
3,275.43,0,23.79,0.72,0,383.98,-142.46,0.00,DANCE
3,283.22,0,27.73,0.74,0,390.82,-141.17,0.00,DANCE
3,290.85,0,27.83,0.77,0,397.45,-139.88,0.00,DANCE
3,298.31,0,30.57,0.80,0,403.85,-138.59,0.00,DANCE
3,305.60,0,29.96,0.83,0,410.03,-137.29,0.00,DANCE
3,312.72,0,31.68,0.86,0,415.99,-135.99,0.00,DANCE
3,319.65,0,30.18,0.89,0,421.71,-134.68,0.00,DANCE
3,326.40,0,30.97,0.92,0,427.20,-133.37,0.00,DANCE
3,332.97,0,28.48,0.94,0,432.45,-132.06,0.00,DANCE
3,339.34,0,28.38,0.97,0,437.46,-130.75,0.00,DANCE
3,345.52,0,24.89,0.99,0,442.23,-129.43,0.00,DANCE
3,351.50,0,23.93,1.02,0,446.74,-128.11,0.00,DANCE
3,357.28,0,19.49,1.05,0,451.01,-126.79,0.00,DANCE
3,362.85,0,17.63,1.07,0,455.02,-125.47,0.00,DANCE
3,368.21,0,20.62,1.10,0,458.78,-124.15,0.00,DANCE
3,373.36,0,26.87,1.13,0,462.28,-122.82,0.00,DANCE
3,378.30,0,34.66,1.16,0,465.52,-121.50,0.00,DANCE
3,383.02,0,43.15,1.19,0,468.49,-120.17,0.00,DANCE
3,387.52,0,1000.00,1.22,0,471.21,-118.84,0.00,DANCE
3,391.79,0,1000.00,1.24,0,473.65,-117.51,0.00,DANCE
3,395.84,0,1000.00,1.27,0,475.83,-116.18,0.00,DANCE
3,399.67,0,1000.00,1.30,0,477.74,-114.85,0.00,DANCE
3,403.26,0,1000.00,1.33,0,479.39,-113.52,0.00,DANCE
3,406.62,0,1000.00,1.35,0,480.76,-112.19,0.00,DANCE
3,409.75,0,1000.00,1.38,0,481.86,-110.86,0.00,DANCE
3,412.64,0,1000.00,1.41,0,482.68,-109.52,0.00,DANCE
3,415.29,0,1000.00,1.44,0,483.24,-108.19,0.00,DANCE
3,417.71,0,1000.00,1.47,0,483.52,-106.85,0.00,DANCE
3,419.88,0,1000.00,1.49,0,483.53,-105.52,0.00,DANCE
3,421.81,0,1000.00,1.52,0,483.26,-104.18,0.00,DANCE
3,423.50,0,1000.00,1.55,0,482.73,-102.84,0.00,DANCE
3,424.95,0,1000.00,1.58,0,481.92,-101.51,0.00,DANCE
3,426.15,0,48.58,1.60,0,480.83,-100.17,0.00,DANCE
3,427.10,0,46.87,1.63,0,479.48,-98.83,0.00,DANCE
3,427.81,0,43.89,1.66,0,477.86,-97.50,0.00,DANCE
3,428.28,0,43.10,1.69,0,475.96,-96.16,0.00,DANCE
3,428.50,0,41.08,1.71,0,473.80,-94.82,0.00,DANCE
3,428.47,0,41.25,1.74,0,471.37,-93.49,0.00,DANCE
3,428.19,0,40.17,1.77,0,468.67,-92.15,0.00,DANCE
3,427.67,0,41.30,1.79,0,465.71,-90.81,0.00,DANCE
3,426.90,0,41.17,1.82,0,462.49,-89.47,0.00,DANCE
3,425.89,0,43.20,1.85,0,459.01,-88.14,0.00,DANCE
3,424.63,0,44.10,1.88,0,455.27,-86.80,0.00,DANCE
3,423.12,0,46.93,1.90,0,451.27,-85.46,0.00,DANCE
3,421.38,0,48.92,1.93,0,447.02,-84.13,0.00,DANCE
3,419.39,0,1000.00,1.95,0,442.52,-82.79,0.00,DANCE
3,417.16,0,1000.00,1.98,0,437.77,-81.46,0.00,DANCE
3,414.69,0,1000.00,2.01,0,432.78,-80.12,0.00,DANCE
3,411.98,0,1000.00,2.04,0,427.54,-78.79,0.00,DANCE
3,409.03,0,1000.00,2.06,0,422.07,-77.45,0.00,DANCE
3,405.85,0,1000.00,2.09,0,416.36,-76.12,0.00,DANCE
3,402.43,0,1000.00,2.12,0,410.42,-74.79,0.00,DANCE
3,398.79,0,1000.00,2.14,0,404.25,-73.46,0.00,DANCE
3,394.91,0,1000.00,2.17,0,397.86,-72.13,0.00,DANCE
3,390.81,0,1000.00,2.19,0,391.25,-70.80,0.00,DANCE
3,386.48,0,1000.00,2.22,0,384.42,-69.47,0.00,DANCE
3,381.93,0,1000.00,2.24,0,377.38,-68.14,0.00,DANCE
3,377.15,0,1000.00,2.27,0,370.14,-66.81,0.00,DANCE
3,372.17,0,1000.00,2.30,0,362.69,-65.49,0.00,DANCE
3,366.97,0,42.60,2.32,0,355.05,-64.16,0.00,DANCE
3,361.55,0,33.66,2.35,0,347.22,-62.84,0.00,DANCE
3,355.93,0,25.20,2.38,0,339.20,-61.52,0.00,DANCE
3,350.11,0,17.97,2.40,0,331.00,-60.20,0.00,DANCE
3,344.08,0,10.01,2.42,0,322.63,-58.88,0.00,DANCE
3,337.86,0,5.10,2.45,0,314.09,-57.57,0.00,DANCE
3,331.44,0,12.51,2.47,0,305.39,-56.25,0.00,DANCE
3,324.83,0,18.95,2.50,0,296.54,-54.94,0.00,DANCE
3,318.03,0,18.67,2.52,0,287.53,-53.64,0.00,DANCE
3,311.05,0,15.43,2.54,0,278.39,-52.33,0.00,DANCE
3,303.90,0,16.48,2.57,0,269.11,-51.03,0.00,DANCE
3,296.56,0,13.82,2.60,0,259.71,-49.73,0.00,DANCE
3,289.06,0,15.93,2.62,0,250.20,-48.44,0.00,DANCE
3,281.39,0,14.13,2.65,0,240.57,-47.15,0.00,DANCE
3,273.56,0,17.06,2.67,0,230.86,-45.86,0.00,DANCE
3,265.58,0,16.33,2.70,0,221.06,-44.58,0.00,DANCE
3,257.44,0,20.00,2.72,0,211.18,-43.31,0.00,DANCE
3,249.15,0,20.41,2.74,0,201.26,-42.04,0.00,DANCE
3,240.73,0,24.90,2.77,0,191.28,-40.78,0.00,DANCE
3,232.16,0,26.35,2.79,0,181.29,-39.53,0.00,DANCE
3,223.46,0,31.50,2.81,0,171.29,-38.29,0.00,DANCE
3,214.64,0,34.16,2.84,0,161.31,-37.06,0.00,DANCE
3,205.69,0,32.45,2.87,0,151.39,-35.85,0.00,DANCE
3,196.62,0,24.02,2.89,0,141.55,-34.64,0.00,DANCE
3,187.45,0,17.77,2.92,0,131.84,-33.46,0.00,DANCE
3,178.17,0,8.84,2.94,0,122.32,-32.29,0.00,DANCE
3,168.78,0,1.20,2.96,0,113.06,-31.15,0.00,DANCE
3,159.31,0,11.18,2.99,0,104.16,-30.03,0.00,DANCE
1,149.74,1,16.55,3.01,0,95.73,-28.95,0.00,DANCE
1,140.10,1,22.53,3.04,0,87.93,-27.90,0.00,DANCE
1,130.38,1,30.43,3.06,0,80.98,-26.91,0.00,DANCE
1,120.59,1,39.10,3.09,0,75.11,-25.98,0.00,DANCE
1,110.74,1,48.11,3.11,0,70.62,-25.12,0.00,DANCE
1,100.83,1,53.43,3.14,0,67.80,-24.37,0.00,DANCE
1,90.89,1,1000.00,3.17,0,66.85,-23.75,0.00,DANCE
1,80.91,1,1000.00,3.19,0,67.87,-23.33,0.00,DANCE
1,70.91,1,1000.00,3.22,0,70.76,-23.16,0.00,DANCE
1,60.91,1,1000.00,3.25,0,75.31,-23.40,0.00,DANCE
1,50.95,1,41.65,3.27,0,81.22,-24.27,0.00,DANCE
1,41.07,1,32.96,3.30,0,88.21,-26.22,0.00,DANCE
1,41.07,1,32.96,3.32,0,88.21,-26.22,0.00,DANCE
2,199.98,0,14.14,0.00,0,200.00,180.00,4655.58,PATROL
2,198.80,0,15.34,0.03,0,198.87,179.83,1.99,PATROL
2,197.49,0,16.53,0.06,0,197.64,179.70,3.07,PATROL
2,195.98,0,17.92,0.08,0,196.21,179.54,3.95,PATROL
2,194.71,0,19.08,0.11,0,195.04,179.40,4.84,PATROL
2,193.42,0,20.25,0.13,0,193.87,179.25,5.79,PATROL
2,191.98,0,21.58,0.16,0,192.54,179.09,6.58,PATROL
2,190.69,0,22.75,0.18,0,191.38,178.93,7.35,PATROL
2,189.41,0,23.90,0.21,0,190.24,178.76,8.21,PATROL
2,188.01,0,25.17,0.23,0,188.98,178.59,8.93,PATROL
2,186.76,0,26.27,0.26,0,187.90,178.41,9.75,PATROL
2,185.35,0,27.54,0.28,0,186.66,178.22,10.47,PATROL
2,183.99,0,28.76,0.31,0,185.47,178.02,11.21,PATROL
2,182.59,0,30.01,0.33,0,184.25,177.82,11.91,PATROL
2,181.25,0,31.19,0.36,0,183.11,177.61,12.62,PATROL
2,179.84,0,32.43,0.38,0,181.91,177.40,13.30,PATROL
2,178.46,0,33.64,0.41,0,180.73,177.17,13.97,PATROL
2,177.05,0,34.88,0.43,0,179.52,176.95,14.50,PATROL
2,175.64,0,35.90,0.46,0,178.33,176.84,15.09,PATROL
2,174.17,0,37.00,0.48,0,177.06,176.74,15.55,PATROL
2,172.75,0,38.05,0.51,0,175.85,176.63,16.09,PATROL
2,171.31,0,39.11,0.53,0,174.64,176.49,16.73,PATROL
2,169.69,0,40.35,0.56,0,173.25,176.37,17.31,PATROL
2,168.22,0,41.47,0.58,0,171.98,176.24,17.85,PATROL
2,166.80,0,42.53,0.61,0,170.80,176.10,18.37,PATROL
2,165.32,0,43.67,0.63,0,169.53,175.96,18.89,PATROL
2,163.88,0,44.77,0.66,0,168.32,175.82,19.38,PATROL
2,162.47,0,45.84,0.68,0,167.14,175.68,19.86,PATROL
2,161.02,0,46.92,0.71,0,165.96,175.49,20.40,PATROL
2,159.34,0,48.22,0.73,0,164.53,175.32,20.91,PATROL
2,157.82,0,49.40,0.76,0,163.25,175.15,21.37,PATROL
2,156.34,0,50.54,0.78,0,162.01,174.98,21.80,PATROL
2,154.88,0,51.66,0.81,0,160.80,174.79,22.20,PATROL
2,153.34,0,49.65,0.84,0,159.52,174.58,22.66,PATROL
2,151.77,0,48.33,0.86,0,158.18,174.39,23.07,PATROL
2,150.36,0,47.15,0.88,0,156.98,174.21,23.39,PATROL
2,148.98,1,46.03,0.00,0,155.84,173.99,23.81,CHASE
2,147.45,1,44.79,0.03,0,154.56,173.77,24.22,CHASE
2,145.92,1,43.53,0.05,0,153.27,173.55,24.57,CHASE
2,144.47,1,42.36,0.07,0,152.08,173.33,24.89,CHASE
2,142.91,1,41.15,0.10,0,150.83,173.06,25.30,CHASE
2,141.18,1,39.72,0.13,0,149.36,172.83,25.66,CHASE
2,139.66,1,38.55,0.16,0,148.15,172.56,26.01,CHASE
2,137.98,1,37.25,0.18,0,146.80,172.28,26.22,CHASE
2,136.27,1,35.89,0.21,0,145.38,172.05,26.21,CHASE
2,134.75,1,34.75,0.23,0,144.19,171.80,26.20,CHASE
2,133.19,1,33.55,0.26,0,142.93,171.58,26.32,CHASE
2,131.74,1,32.49,0.28,0,141.80,171.35,26.52,CHASE
2,130.23,1,31.40,0.30,0,140.65,171.10,26.71,CHASE
2,128.65,1,30.25,0.33,0,139.42,170.86,26.74,CHASE
2,128.17,1,30.46,0.35,0,139.42,170.96,26.83,CHASE
2,127.64,1,30.69,0.38,0,139.43,171.05,26.98,CHASE
2,127.13,1,30.98,0.40,0,139.44,171.21,27.12,CHASE
2,126.62,1,31.24,0.43,0,139.45,171.33,27.31,CHASE
2,125.50,1,30.96,0.45,0,138.87,171.41,27.44,CHASE
2,124.34,1,30.71,0.48,0,138.29,171.47,27.51,CHASE
2,123.11,1,30.47,0.50,0,137.66,171.58,27.73,CHASE
2,121.91,1,30.27,0.53,0,137.06,171.67,27.93,CHASE
2,120.71,1,30.11,0.55,0,136.49,171.76,28.03,CHASE
2,119.46,1,29.97,0.58,0,135.90,171.85,28.17,CHASE
2,118.11,1,29.86,0.61,0,135.29,171.94,28.35,CHASE
2,116.74,1,29.79,0.63,0,134.63,172.09,28.56,CHASE
2,115.44,1,29.76,0.66,0,134.04,172.23,28.63,CHASE
